"symbol","tax_id","tid","gene_name","gene_id"
"CTSF",9606,10493,"Cathepsin F",8722
"CTSG",9606,10494,"Cathepsin G",1511
"CTSH",9606,11567,"Cathepsin H",1512
"CTSH",9606,104958,"Cathepsin (H and K)",1512
"CTSK",9606,105071,"Cathepsin (L and K)",1513
"CTSK",9606,105115,"Cathepsin (V and K)",1513
"CTSK",9606,105056,"Cathepsin (S and K)",1513
"CTSK",9606,104958,"Cathepsin (H and K)",1513
"CTSK",9606,105091,"Cathepsin (B and K)",1513
"CTSK",9606,10495,"Cathepsin K",1513
"CTSL",9606,105071,"Cathepsin (L and K)",1514
"CTSL",9606,10498,"Cathepsin L",1514
"CTSS",9606,105056,"Cathepsin (S and K)",1520
"CTSS",9606,11534,"Cathepsin S",1520
"CTSV",9606,12587,"Cathepsin L2",1515
"CTSV",9606,105115,"Cathepsin (V and K)",1515
"CTSZ",9606,100783,"Cathepsin Z",1522
"CX3CR1",9606,100138,"C-X3-C chemokine receptor 1",1524
"CXCL12",9606,108376,"Stromal cell-derived factor 1",6387
"CXCL2",9606,108378,"C-X-C motif chemokine 2",2920
"CXCL8",9606,10040,"Interleukin-8",3576
"CXCR1",9606,11574,"Interleukin-8 receptor A",3577
"CXCR1",9606,104846,"Interleukin-8 receptors, CXCR1/CXCR2",3577
"CXCR2",9606,10773,"Interleukin-8 receptor B",3579
"CXCR2",9606,104846,"Interleukin-8 receptors, CXCR1/CXCR2",3579
"CXCR3",9606,12825,"C-X-C chemokine receptor type 3",2833
"CXCR4",9606,10473,"C-X-C chemokine receptor type 4",7852
"CXCR5",9606,103163,"C-X-C chemokine receptor type 5",643
"CXCR6",9606,102648,"C-X-C chemokine receptor type 6",10663
"CYB5A",9606,101468,"Cytochrome b5",1528
"CYB5R3",9606,11511,"NADH-cytochrome b5 reductase",1727
"CYBB",9606,103629,"Cytochrome b-245 heavy chain",1536
"CYP11B1",9606,76,"Cytochrome P450 11B1",1584
"CYP11B2",9606,11541,"Cytochrome P450 11B2",1585
"CYP17A1",9606,12949,"Cytochrome P450 17A1",1586
"CYP19A1",9606,65,"Cytochrome P450 19A1",1588
"CYP1A1",9606,11113,"Cytochrome P450 1A1",1543
"CYP1A2",9606,12594,"Cytochrome P450 1A2",1544
"CYP1B1",9606,10147,"Cytochrome P450 1B1",1545
"CYP21A2",9606,11542,"Cytochrome P450 21",1589
"CYP24A1",9606,100474,"Cytochrome P450 24A1",1591
"CYP26A1",9606,100146,"Cytochrome P450 26A1",1592
"CYP27A1",9606,102645,"Sterol 26-hydroxylase, mitochondrial",1593
"CYP27B1",9606,102646,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",1594
"CYP2A13",9606,109702,"Cytochrome P450 2A13",1553
"CYP2A6",9606,20073,"Cytochrome P450 2A6",1548
"CYP2B6",9606,20085,"Cytochrome P450 2B6",1555
"CYP2C18",9606,11186,"Cytochrome P450 2C18",1562
"CYP2C19",9606,12912,"Cytochrome P450 2C19",1557
"CYP2C8",9606,10163,"Cytochrome P450 2C8",1558
"CYP2C9",9606,12911,"Cytochrome P450 2C9",1559
"CYP2D6",9606,11365,"Cytochrome P450 2D6",1565
"CYP2E1",9606,20056,"Cytochrome P450 2E1",1571
"CYP2J2",9606,100611,"Cytochrome P450 2J2",1573
"CYP3A4",9606,17045,"Cytochrome P450 3A4",1576
"CYP3A4",9606,104999,"Cytochrome P450 3A4/3A5",1576
"CYP3A5",9606,12739,"Cytochrome P450 3A5",1577
"CYP3A5",9606,104999,"Cytochrome P450 3A4/3A5",1577
"CYP3A7",9606,109496,"Cytochrome P450 3A7",1551
"CYP4A11",9606,11187,"Cytochrome P450 4A11",1579
"CYP4F12",9606,109678,"Cytochrome P450 4F12",66002
"CYP4F2",9606,10743,"Cytochrome P450 4F2",8529
"CYP4F3",9606,109670,"Docosahexaenoic acid omega-hydroxylase CYP4F3",4051
"CYP51A1",9606,11188,"Cytochrome P450 51",1595
"CYSLTR1",9606,179,"Cysteinyl leukotriene receptor 1",10800
"CYSLTR1",9606,104726,"Cysteinyl leukotriene receptor",10800
"CYSLTR2",9606,10015,"Cysteinyl leukotriene receptor 2",57105
"CYSLTR2",9606,104726,"Cysteinyl leukotriene receptor",57105
"CYTH2",9606,102649,"Cytohesin-2",9266
"CYTH3",9606,108307,"Cytohesin-3",9265
"DAGLA",9606,101016,"Sn1-specific diacylglycerol lipase alpha",747
"DAGLB",9606,101223,"Sn1-specific diacylglycerol lipase beta",221955
"DAO",9606,101213,"D-amino-acid oxidase",1610
"DAP",9606,11582,"Aspartyl aminopeptidase",1611
"DAPK1",9606,11150,"Death-associated protein kinase 1",1612
"DAPK2",9606,10778,"Death-associated protein kinase 2",23604
"DAPK3",9606,10051,"Death-associated protein kinase 3",1613
"DBF4",9606,105067,"CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase)",10926
"DBH",9606,11189,"Dopamine beta-hydroxylase",1621
"DCK",9606,10087,"Deoxycytidine kinase",1633
"DCLK1",9606,101281,"Serine/threonine-protein kinase DCLK1",9201
"DCLK2",9606,101221,"Serine/threonine-protein kinase DCLK2",166614
"DCLK3",9606,101448,"Serine/threonine-protein kinase DCLK3",85443
"DCPS",9606,104458,"Scavenger mRNA-decapping enzyme DcpS",28960
"DCXR",9606,12609,"L-xylulose reductase",51181
"DDAH1",9606,101421,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",23576
"DDC",9606,83,"DOPA decarboxylase",1644
"DDH2",9606,101351,"Aldo-keto reductase family 1 member C2",102775567
"DDIT3",9606,109531,"DNA damage-inducible transcript 3 protein",1649
"DDO",9606,101364,"D-aspartate oxidase",8528
"DDOST",9606,11212,"Oligosaccharyl transferase 48 kDa subunit",1650
"DDR1",9606,100917,"Epithelial discoidin domain-containing receptor 1",780
"DDR2",9606,101079,"Discoidin domain-containing receptor 2",4921
"DDX1",9606,104502,"ATP-dependent RNA helicase DDX1",1653
"DDX3X",9606,101232,"ATP-dependent RNA helicase DDX3X",1654
"DEGS1",9606,104516,"Sphingolipid delta(4)-desaturase DES1",8560
"DGAT1",9606,101414,"Diacylglycerol O-acyltransferase 1",8694
"DGAT1",9606,109930,"DGAT1 protein",8694
"DGAT2",9606,101357,"Diacylglycerol O-acyltransferase 2",84649
"DHCR7",9606,105246,"7-dehydrocholesterol reductase",1717
"DHCR7",9606,100267,"Anti-estrogen binding site (AEBS)",1717
"DHFR",9606,6,"Dihydrofolate reductase",1719
"DHODH",9606,157,"Dihydroorotate dehydrogenase",1723
"DHPS",9606,18047,"Deoxyhypusine synthase",1725
"DHRS9",9606,101403,"Dehydrogenase/reductase SDR family member 9",10170
"DICER1",9606,105585,"Endoribonuclease Dicer",23405
"DIO3",9606,17094,"Type III iodothyronine deiodinase",1735
"DKK1",9606,102660,"Dickkopf-related protein 1",22943
"DLG4",9606,101494,"Disks large homolog 4",1742
"DLK1",9606,101499,"Protein delta homolog 1",8788
"DMPK",9606,100918,"Myotonin-protein kinase",1760
"DNASE1",9606,109543,"Deoxyribonuclease-1",1773
"DNASE1L3",9606,103844,"Deoxyribonuclease gamma",1776
"DNM1",9606,11163,"Dynamin-1",1759
"DNM2",9606,101342,"Dynamin-2",1785
"DNMT1",9606,321,"DNA (cytosine-5)-methyltransferase 1",1786
"DNMT3A",9606,322,"DNA (cytosine-5)-methyltransferase 3A",1788
"DNMT3A",9606,108147,"DNMT3A2/3L complex",1788
"DNMT3B",9606,102403,"DNA (cytosine-5)-methyltransferase 3B",1789
"DNMT3L",9606,108147,"DNMT3A2/3L complex",29947
"DNPEP",9606,11582,"Aspartyl aminopeptidase",23549
"DNPH1",9606,109542,"2'-deoxynucleoside 5'-phosphate N-hydrolase 1",10591
"DNTT",9606,10832,"Terminal deoxynucleotidyltransferase",1791
"DOT1L",9606,104197,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",84444
"DPEP1",9606,245,"Renal dipeptidase",1800
"DPP3",9606,100473,"Dipeptidyl peptidase III",10072
"DPP4",9606,104995,"Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4)",1803
"DPP4",9606,11140,"Dipeptidyl peptidase IV",1803
"DPP7",9606,12268,"Dipeptidyl peptidase II",29952
"DPP7",9606,104995,"Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4)",29952
"DPP8",9606,20151,"Dipeptidyl peptidase VIII",54878
"DPP9",9606,20154,"Dipeptidyl peptidase IX",91039
"DPYD",9606,11159,"Dihydropyrimidine dehydrogenase",1806
"DRD1",9606,88,"Dopamine D1 receptor",1812
"DRD1",9606,104842,"Dopamine receptor",1812
"DRD1",9606,105040,"Dopamine D1 and D2 receptor",1812
"DRD2",9606,104842,"Dopamine receptor",1813
"DRD2",9606,72,"Dopamine D2 receptor",1813
"DRD2",9606,104994,"Dopamine D2 receptor and serotonin 2a receptor",1813
"DRD2",9606,104807,"Dopamine receptors; D2 & D4",1813
"DRD2",9606,105040,"Dopamine D1 and D2 receptor",1813
"DRD2",9606,104754,"Dopamine receptors; D2 & D3",1813
"DRD2",9606,104984,"Dopamine D2 receptor and serotonin 1a receptor",1813
"DRD3",9606,104876,"Dopamine receptors; D3 & D4",1814
"DRD3",9606,104842,"Dopamine receptor",1814
"DRD3",9606,130,"Dopamine D3 receptor",1814
"DRD3",9606,104754,"Dopamine receptors; D2 & D3",1814
"DRD4",9606,104842,"Dopamine receptor",1815
"DRD4",9606,104807,"Dopamine receptors; D2 & D4",1815
"DRD4",9606,90,"Dopamine D4 receptor",1815
"DRD4",9606,104876,"Dopamine receptors; D3 & D4",1815
"DRD5",9606,220,"Dopamine D5 receptor",1816
"DRD5",9606,104842,"Dopamine receptor",1816
"DSTYK",9606,104317,"Dual serine/threonine and tyrosine protein kinase",25778
"DTYMK",9606,12538,"Thymidylate kinase",1841
"DUSP1",9606,102664,"Dual specificity protein phosphatase 1",1843
"DUSP10",9606,107617,"Dual specificity protein phosphatase 10",11221
"DUSP22",9606,20008,"Dual specificity phosphatase 22",56940
"DUSP23",9606,107612,"Dual specificity protein phosphatase 23",54935
"DUSP26",9606,105561,"Dual specificity protein phosphatase 26",78986
"DUSP3",9606,11160,"Dual specificity protein phosphatase 3",1845
"DUSP4",9606,105170,"Dual specificity protein phosphatase 4",1846
"DUSP6",9606,103514,"Dual specificity protein phosphatase 6",1848
"DUT",9606,100305,"dUTP pyrophosphatase",1854
"DVL1",9606,102665,"Segment polarity protein dishevelled homolog DVL-1",1855
"DVL2",9606,103536,"Segment polarity protein dishevelled homolog DVL-2",1856
"DVL3",9606,102666,"Segment polarity protein dishevelled homolog DVL-3",1857
"DYRK1A",9606,12090,"Dual-specificity tyrosine-phosphorylation regulated kinase 1A",1859
"DYRK1B",9606,101014,"Dual specificity tyrosine-phosphorylation-regulated kinase 1B",9149
"DYRK2",9606,100790,"Dual-specificity tyrosine-phosphorylation regulated kinase 2",8445
"DYRK3",9606,100851,"Dual-specificity tyrosine-phosphorylation regulated kinase 3",8444
"DYRK4",9606,103042,"Dual specificity tyrosine-phosphorylation-regulated kinase 4",8798
"EBP",9606,100267,"Anti-estrogen binding site (AEBS)",10682
"EBP",9606,11165,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",10682
"EBPL",9606,105591,"Emopamil-binding protein-like",84650
"ECE1",9606,11192,"Endothelin-converting enzyme 1",1889
"ECE2",9606,101367,"Endothelin-converting enzyme 2",9718
"EDNRA",9606,249,"Endothelin receptor ET-A",1909
"EDNRA",9606,104833,"Endothelin receptor, ET-A/ET-B",1909
"EDNRB",9606,247,"Endothelin receptor ET-B",1910
"EDNRB",9606,104833,"Endothelin receptor, ET-A/ET-B",1910
"EED",9606,108142,"EZH2/SUZ12/EED complex",8726
"EED",9606,108402,"EZH2/SUZ12/EED/RBBP7/RBBP4",8726
"EED",9606,108143,"EZH1/SUZ12/EED/AEBP2/RBBP4 complex",8726
"EEF1A1",9606,104200,"Elongation factor 1-alpha 1",1915
"EEF1A2",9606,104202,"Elongation factor 1-alpha 2",1917
"EEF2",9606,104188,"Elongation factor 2",1938
"EEF2K",9606,20015,"Serine/threonine-protein kinase EEF2K",29904
"EGF",9606,101524,"Pro-epidermal growth factor",1950
"EGFR",9606,105744,"Epidermal growth factor receptor",1956
"EGFR",9606,9,"Epidermal growth factor receptor erbB1",1956
"EGFR",9606,104942,"Epidermal growth factor receptor and ErbB2 (HER1 and HER2)",1956
"EGLN1",9606,101502,"Egl nine homolog 1",54583
"EGLN2",9606,10857,"Hypoxia-inducible factor prolyl hydroxylase 1",112398
"EGLN3",9606,101510,"Egl nine homolog 3",112399
"EHMT1",9606,102671,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 5",79813
"EHMT2",9606,102672,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",10919
"EIF2A",9606,103542,"Eukaryotic translation initiation factor 2 subunit 1",83939
"EIF2AK1",9606,102667,"Eukaryotic translation initiation factor 2-alpha kinase 1",27102
"EIF2AK2",9606,101333,"Interferon-induced, double-stranded RNA-activated protein kinase",5610
"EIF2AK3",9606,102669,"Eukaryotic translation initiation factor 2-alpha kinase 3",9451
"EIF2AK4",9606,100925,"Eukaryotic translation initiation factor 2-alpha kinase 4",440275
"EIF2S1",9606,103542,"Eukaryotic translation initiation factor 2 subunit 1",1965
"EIF4A1",9606,104570,"Eukaryotic initiation factor 4A-I",1973
"EIF4E",9606,100147,"Eukaryotic translation initation factor",1977
"EIF4EBP1",9606,109538,"Eukaryotic translation initiation factor 4E-binding protein 1",1978
"EIF4H",9606,103707,"Eukaryotic translation initiation factor 4H",7458
"ELANE",9606,235,"Leukocyte elastase",1991
"ELAVL1",9606,103512,"ELAV-like protein 1",1994
"ELF3",9606,104937,"ETS-related transcription factor Elf-3/Vitamin D3 receptor-interacting protein (ESX/MED23)",1999
"ELK1",9606,100125,"ETS domain protein Elk-1",2002
"ELOVL1",9606,101406,"Elongation of very long chain fatty acids protein 1",64834
"ELOVL2",9606,101606,"Elongation of very long chain fatty acids protein 2",54898
"ELOVL2",9606,101609,"Elongation of very long chain fatty acids protein 5",54898
"ELOVL3",9606,101554,"Elongation of very long chain fatty acids protein 3",83401
"ELOVL5",9606,101609,"Elongation of very long chain fatty acids protein 5",60481
"ELOVL6",9606,101509,"Elongation of very long chain fatty acids protein 6",79071
"ENGASE",9606,100683,"Endo-beta-N-acetylglucosaminidase",64772
"ENPEP",9606,11726,"Aminopeptidase A",2028
"ENPP1",9606,101379,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1",5167
"ENPP2",9606,100594,"Autotaxin",5168
"ENPP3",9606,101240,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 3",5169
"ENPP6",9606,102673,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 6",133121
"ENPP7",9606,102674,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 7",339221
"ENTPD1",9606,101303,"Ectonucleoside triphosphate diphosphohydrolase 1",953
"ENTPD2",9606,101050,"Ectonucleoside triphosphate diphosphohydrolase 2",954
"ENTPD3",9606,101374,"Ectonucleoside triphosphate diphosphohydrolase 3",956
"ENTPD4",9606,109448,"Ectonucleoside triphosphate diphosphohydrolase 4",9583
"ENTPD8",9606,100955,"Ectonucleoside triphosphate diphosphohydrolase 8",377841
"EP300",9606,100874,"Histone acetyltransferase p300",2033
"EPAS1",9606,105507,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",2034
"EPAS1",9606,104103,"Endothelial PAS domain-containing protein 1",2034
"EPHA1",9606,101340,"Ephrin type-A receptor 1",2041
"EPHA2",9606,30008,"Ephrin type-A receptor 2",1969
"EPHA3",9606,30009,"Ephrin type-A receptor 3",2042
"EPHA4",9606,30021,"Ephrin type-A receptor 4",2043
"EPHA5",9606,30019,"Ephrin type-A receptor 5",2044
"EPHA6",9606,30046,"Ephrin type-A receptor 6",285220
"EPHA7",9606,30027,"Ephrin type-A receptor 7",2045
"EPHA8",9606,30010,"Ephrin type-A receptor 8",2046
"EPHB1",9606,30020,"Ephrin type-B receptor 1",2047
"EPHB2",9606,11569,"Ephrin type-B receptor 2",2048
"EPHB3",9606,100416,"Ephrin type-B receptor 3",2049
"EPHB4",9606,100129,"Ephrin type-B receptor 4",2050
"EPHB6",9606,102676,"Ephrin type-B receptor 6",2051
"EPHX1",9606,38,"Epoxide hydrolase 1",2052
"EPHX2",9606,11727,"Epoxide hydratase",2053
"EPM2A",9606,105595,"Laforin",7957
"EPN1",9606,108306,"Epsin-1",29924
"EPOR",9606,201,"Erythropoietin receptor",2057
"EPRS",9606,11324,"Aminoacyl-tRNA synthetase",2058
"ERAP1",9606,101611,"Endoplasmic reticulum aminopeptidase 1",51752
"ERAP2",9606,101044,"Endoplasmic reticulum aminopeptidase 2",64167
"ERBB2",9606,105744,"Epidermal growth factor receptor",2064
"ERBB2",9606,104942,"Epidermal growth factor receptor and ErbB2 (HER1 and HER2)",2064
"ERBB2",9606,188,"Receptor protein-tyrosine kinase erbB-2",2064
"ERBB3",9606,105744,"Epidermal growth factor receptor",2065
"ERBB3",9606,102678,"Receptor tyrosine-protein kinase erbB-3",2065
"ERBB4",9606,12699,"Receptor protein-tyrosine kinase erbB-4",2066
"ERBB4",9606,105744,"Epidermal growth factor receptor",2066
"ERCC5",9606,100145,"DNA excision repair protein ERCC-5",2073
"ERG",9606,103638,"Transcriptional regulator ERG",2078
"ERN1",9606,103430,"Serine/threonine-protein kinase/endoribonuclease IRE1",2081
"ERO1A",9606,103896,"ERO1-like protein alpha",30001
"ESR1",9606,104682,"Estrogen receptor",2099
"ESR1",9606,19,"Estrogen receptor alpha",2099
"ESR2",9606,104682,"Estrogen receptor",2100
"ESR2",9606,174,"Estrogen receptor beta",2100
"ESRRA",9606,10133,"Estrogen-related receptor alpha",2101
"ESRRB",9606,11254,"Estrogen-related receptor beta",2103
"ESRRG",9606,11255,"Estrogen-related receptor gamma",2104
"EYA2",9606,103708,"Eyes absent homolog 2",2139
"EZH1",9606,105446,"Histone-lysine N-methyltransferase EZH1",2145
"EZH1",9606,108143,"EZH1/SUZ12/EED/AEBP2/RBBP4 complex",2145
"EZH2",9606,105440,"Histone-lysine N-methyltransferase EZH2",2146
"EZH2",9606,108142,"EZH2/SUZ12/EED complex",2146
"EZH2",9606,108402,"EZH2/SUZ12/EED/RBBP7/RBBP4",2146
"EZR",9606,104400,"Ezrin",7430
"F10",9606,104919,"Coagulation factor VII and X",2159
"F10",9606,194,"Coagulation factor X",2159
"F10",9606,104928,"Coagulation factor X and plasma kallikrein",2159
"F10",9606,105096,"Thrombin and coagulation factor X",2159
"F10",9606,104969,"Coagulation factor X/antithrombin III",2159
"F10",9606,104934,"Coagulation factor IX and X",2159
"F11",9606,11287,"Coagulation factor XI",2160
"F12",9606,11288,"Coagulation factor XII",2161
"F13A1",9606,100151,"Coagulation factor XIII",2162
"F13B",9606,109517,"Coagulation factor XIII B chain",2165
"F2",9606,104868,"Thrombin & trypsin",2147
"F2",9606,11,"Thrombin",2147
"F2",9606,105096,"Thrombin and coagulation factor X",2147
"F2",9606,105070,"Thrombin and urokinase-type plasminogen activator",2147
"F2",9606,105006,"Thrombin and coagulation factor VII",2147
"F2R",9606,10653,"Proteinase-activated receptor 1",2149
"F2RL1",9606,101392,"Proteinase-activated receptor 2",2150
"F2RL2",9606,101205,"Proteinase-activated receptor 3",2151
"F2RL3",9606,18071,"Proteinase activated receptor 4",9002
"F3",9606,11092,"Coagulation factor III",2152
"F3",9606,104778,"Coagulation factor VII/tissue factor",2152
"F5",9606,11387,"Coagulation factor V",2153
"F7",9606,12000,"Coagulation factor VII",2155
"F7",9606,104778,"Coagulation factor VII/tissue factor",2155
"F7",9606,104919,"Coagulation factor VII and X",2155
"F7",9606,105006,"Thrombin and coagulation factor VII",2155
"F8",9606,10210,"Coagulation factor VIII",2157
"F9",9606,104934,"Coagulation factor IX and X",2158
"F9",9606,193,"Coagulation factor IX",2158
"FAAH",9606,11291,"Anandamide amidohydrolase",2166
"FABP1",9606,100981,"Fatty acid-binding protein, liver",2168
"FABP2",9606,10148,"Fatty acid binding protein intestinal",2169
"FABP3",9606,20057,"Fatty acid binding protein muscle",2170
"FABP4",9606,10189,"Fatty acid binding protein adipocyte",2167
"FABP5",9606,20132,"Fatty acid binding protein epidermal",2171
"FADS1",9606,102680,"Fatty acid desaturase 1",3992
"FADS2",9606,102405,"Fatty acid desaturase 2",9415
"FAP",9606,100186,"Fibroblast activation protein alpha",2191
"FARS2",9606,10851,"Phenylalanyl-tRNA synthetase mitochondrial",10667
"FAS",9606,11535,"Fatty acid synthase",355
"FASN",9606,11535,"Fatty acid synthase",2194
"FBP1",9606,11415,"Fructose-1,6-bisphosphatase",2203
"FCER1A",9606,11318,"IgE Fc receptor, alpha-subunit",2205
"FCER2",9606,10100,"Immunoglobulin epsilon Fc receptor",2208
"FCGR1A",9606,101161,"High affinity immunoglobulin gamma Fc receptor I",2209
"FCGRT",9606,101395,"IgG receptor FcRn large subunit p51",2217
"FDFT1",9606,11120,"Squalene synthetase",2222
"FDPS",9606,71,"Farnesyl diphosphate synthase",2224
"FEN1",9606,100144,"Flap endonuclease 1",2237
"FER",9606,30007,"Tyrosine-protein kinase FER",2241
"FES",9606,100069,"Tyrosine-protein kinase FES",2242
"FFAR1",9606,100431,"Free fatty acid receptor 1",2864
"FFAR2",9606,100867,"Free fatty acid receptor 2",2867
"FFAR3",9606,100866,"Free fatty acid receptor 3",2865
"FFAR4",9606,100956,"G-protein coupled receptor 120",338557
"FGB",9606,11181,"Fibrinogen beta chain",2244
"FGF1",9606,10101,"Acidic fibroblast growth factor",2246
"FGF2",9606,11729,"Basic fibroblast growth factor",2247
"FGF22",9606,105695,"Fibroblast growth factor 22",27006
"FGF4",9606,108374,"Fibroblast growth factor 4",2249
"FGF7",9606,108373,"Fibroblast growth factor 7",2252
"FGFR1",9606,104955,"VEGF-receptor 2 and Fibroblast growth factor receptor 1",2260
"FGFR1",9606,104793,"Fibroblast growth factor receptor",2260
"FGFR1",9606,10266,"Fibroblast growth factor receptor 1",2260
"FGFR2",9606,10264,"Fibroblast growth factor receptor 2",2263
"FGFR2",9606,104948,"VEGF-receptor 2 and Fibroblast growth factor receptor 2",2263
"FGFR2",9606,104793,"Fibroblast growth factor receptor",2263
"FGFR3",9606,11926,"Fibroblast growth factor receptor 3",2261
"FGFR3",9606,104793,"Fibroblast growth factor receptor",2261
"FGFR4",9606,11925,"Fibroblast growth factor receptor 4",2264
"FGFR4",9606,104793,"Fibroblast growth factor receptor",2264
"FGR",9606,100127,"Tyrosine-protein kinase FGR",2268
"FHIT",9606,104231,"Bis(5'-adenosyl)-triphosphatase",2272
"FKBP1A",9606,80,"FK506-binding protein 1A",2280
"FKBP1A",9606,105503,"Mammalian target of Rapamycin (mTORC1)",2280
"FKBP1B",9606,10257,"FK506-binding protein 1B",2281
"FKBP4",9606,11751,"FK506 binding protein 4",2288
"FKBP5",9606,104573,"Peptidyl-prolyl cis-trans isomerase FKBP5",2289
"FKBP9",9606,10257,"FK506-binding protein 1B",11328
"FLG",9606,104955,"VEGF-receptor 2 and Fibroblast growth factor receptor 1",2312
"FLG",9606,104793,"Fibroblast growth factor receptor",2312
"FLG",9606,10266,"Fibroblast growth factor receptor 1",2312
"FLT1",9606,10979,"Vascular endothelial growth factor receptor 1",2321
"FLT1",9606,105010,"Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR)",2321
"FLT1",9606,104799,"Vascular endothelial growth factor receptor",2321
"FLT3",9606,12670,"Tyrosine-protein kinase receptor FLT3",2322
"FLT4",9606,11752,"Vascular endothelial growth factor receptor 3",2324
"FLT4",9606,104799,"Vascular endothelial growth factor receptor",2324
"FLT4",9606,104915,"Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4)",2324
"FMO3",9606,109621,"Dimethylaniline monooxygenase [N-oxide-forming] 3",2328
"FMO5",9606,109628,"Dimethylaniline monooxygenase [N-oxide-forming] 5",2330
"FN1",9606,17040,"Fibronectin",2335
"FNTA",9606,104690,"Protein farnesyltransferase",2339
"FNTA",9606,104749,"Geranylgeranyl transferase type I",2339
"FNTA",9606,104871,"Protein farnesyl/geranylgeranyl transferase",2339
"FNTB",9606,10572,"Protein farnesyltransferase beta subunit",2342
"FNTB",9606,104690,"Protein farnesyltransferase",2342
"FNTB",9606,104871,"Protein farnesyl/geranylgeranyl transferase",2342
"FOLH1",9606,184,"Glutamate carboxypeptidase II",2346
"FOLR1",9606,10103,"Folate receptor alpha",2348
"FOLR2",9606,20077,"Folate receptor beta",2350
"FOS",9606,104930,"Transcription factor AP1",2353
"FOXO1",9606,100945,"Forkhead box protein O1",2308
"FOXO3",9606,101326,"Forkhead box protein O3",2309
"FPGS",9606,11152,"Folylpoly-gamma-glutamate synthetase",2356
"FPR1",9606,107905,"fMet-Leu-Phe receptor 1/2",2357
"FPR1",9606,13010,"Formyl peptide receptor 1",2357
"FPR2",9606,100338,"Lipoxin A4 receptor",2358
"FPR2",9606,107905,"fMet-Leu-Phe receptor 1/2",2358
"FRK",9606,30012,"Tyrosine-protein kinase FRK",2444
"FSHR",9606,99,"Follicle stimulating hormone receptor",2492
"FTO",9606,105661,"Alpha-ketoglutarate-dependent dioxygenase FTO",79068
"FUCA1",9606,11390,"Alpha-L-fucosidase I",2517
"FUCA2",9606,11979,"Alpha-L-fucosidase 2",2519
"FURIN",9606,11402,"Furin",5045
"FUT10",9606,12008,"Fucosyltransferase 10",84750
"FUT3",9606,12843,"Galactoside 3(4)-L-fucosyltransferase",2525
"FUT4",9606,11753,"Fucosyltransferase 4",2526
"FUT5",9606,11754,"Fucosyltransferase 5",2527
"FUT6",9606,12844,"Fucosyltransferase 6",2528
"FUT7",9606,109839,"Alpha-(1,3)-fucosyltransferase 7",2529
"FUT9",9606,10775,"Fucosyltransferase 9",10690
"FXYD2",9606,104770,"Sodium/potassium-transporting ATPase",486
"FYN",9606,11755,"Tyrosine-protein kinase FYN",2534
"FZD1",9606,105681,"Frizzled-1",8321
"G6PC",9606,12845,"Glucose-6-phosphatase",2538
"G6PD",9606,101159,"Glucose-6-phosphate 1-dehydrogenase",2539
"GAA",9606,10977,"Lysosomal alpha-glucosidase",2548
"GABBR1",9606,104988,"GABA-B receptor",2550
"GABBR1",9606,10227,"GABA-B receptor 1",2550
"GABBR2",9606,104988,"GABA-B receptor",9568
"GABRA1",9606,74,"GABA receptor alpha-1 subunit",2554
"GABRA1",9606,104905,"GABA-A receptor; agonist GABA site",2554
"GABRA1",9606,104688,"GABA-A receptor; anion channel",2554
"GABRA1",9606,104757,"GABA-A receptor; alpha-1/beta-2/gamma-2",2554
"GABRA1",9606,104291,"GABA-A receptor; GABA-A site (alpha1/beta2 interface)",2554
"GABRA1",9606,105087,"GABA A receptor alpha-1/beta-1/gamma-2",2554
"GABRA1",9606,104703,"GABA-A receptor; alpha-1/beta-3/gamma-2",2554
"GABRA2",9606,104905,"GABA-A receptor; agonist GABA site",2555
"GABRA2",9606,104712,"GABA-A receptor; alpha-2/beta-3/gamma-2",2555
"GABRA2",9606,104688,"GABA-A receptor; anion channel",2555
"GABRA2",9606,104921,"GABA A receptor alpha-2/beta-2/gamma-2",2555
"GABRA2",9606,12770,"GABA receptor alpha-2 subunit",2555
"GABRA3",9606,104905,"GABA-A receptor; agonist GABA site",2556
"GABRA3",9606,104702,"GABA-A receptor; alpha-3/beta-3/gamma-2",2556
"GABRA3",9606,105038,"GABA A receptor alpha-3/beta-2/gamma-2",2556
"GABRA3",9606,104688,"GABA-A receptor; anion channel",2556
"GABRA3",9606,12757,"GABA receptor alpha-3 subunit",2556
"GABRA4",9606,11191,"GABA receptor alpha-4 subunit",2557
